ListingID,Neighbourhood,Walking time (mins),rank
16742694,Yau Tsim Mong,22.4,91.0
16766385,Yau Tsim Mong,22.0,89.0
16767415,Yau Tsim Mong,20.4,81.0
16772287,Yau Tsim Mong,7.0,14.0
16773282,Yau Tsim Mong,8.6,22.0
16797594,Yau Tsim Mong,6.6,12.0
16807053,Yau Tsim Mong,32.4,140.0
16821040,Yau Tsim Mong,31.4,135.0
16824293,Yau Tsim Mong,35.0,153.0
16824674,Yau Tsim Mong,32.4,140.0
16846353,Yau Tsim Mong,8.8,23.0
16849098,Yau Tsim Mong,25.2,105.0
16854177,Yau Tsim Mong,23.6,97.0
16855024,Yau Tsim Mong,30.4,130.0
16855380,Yau Tsim Mong,30.2,129.0
16855640,Yau Tsim Mong,19.4,76.0
16855838,Yau Tsim Mong,20.0,79.0
16856282,Yau Tsim Mong,19.2,75.0
16885429,Yau Tsim Mong,7.8,18.0
16886317,Yau Tsim Mong,37.0,163.0
16892562,Yau Tsim Mong,21.0,84.0
16909939,Yau Tsim Mong,31.4,135.0
16932624,Yau Tsim Mong,16.0,59.0
16938303,Yau Tsim Mong,16.2,60.0
16941720,Yau Tsim Mong,22.2,90.0
16952227,Yau Tsim Mong,20.2,80.0
16977302,Yau Tsim Mong,31.2,134.0
16994801,Yau Tsim Mong,22.2,90.0
17037305,Yau Tsim Mong,7.8,18.0
17076467,Yau Tsim Mong,30.2,129.0
17088326,Yau Tsim Mong,30.4,130.0
17101715,Yau Tsim Mong,7.0,14.0
17101869,Yau Tsim Mong,6.4,11.0
17110076,Yau Tsim Mong,7.6,17.0
17116430,Yau Tsim Mong,20.8,83.0
17149147,Yau Tsim Mong,15.6,57.0
17151950,Yau Tsim Mong,6.6,12.0
17184611,Yau Tsim Mong,5.8,8.0
17184752,Yau Tsim Mong,6.0,9.0
17195997,Yau Tsim Mong,30.6,131.0
17197742,Yau Tsim Mong,34.4,150.0
17216784,Yau Tsim Mong,39.2,174.0
17241694,Yau Tsim Mong,31.4,135.0
17245791,Yau Tsim Mong,17.8,68.0
17262709,Yau Tsim Mong,34.2,149.0
17271042,Yau Tsim Mong,35.2,154.0
17291263,Yau Tsim Mong,33.4,145.0
17307742,Yau Tsim Mong,33.4,145.0
17319918,Yau Tsim Mong,7.0,14.0
17320641,Yau Tsim Mong,5.8,8.0
17321371,Yau Tsim Mong,4.6,2.0
17321606,Yau Tsim Mong,14.6,52.0
17323186,Yau Tsim Mong,36.4,160.0
17328992,Yau Tsim Mong,36.0,158.0
17339624,Yau Tsim Mong,13.4,46.0
17340203,Yau Tsim Mong,5.8,8.0
17340792,Yau Tsim Mong,10.8,33.0
17340991,Yau Tsim Mong,5.6,7.0
17341723,Yau Tsim Mong,5.8,8.0
17348801,Yau Tsim Mong,22.6,92.0
17394187,Yau Tsim Mong,9.4,26.0
17397946,Yau Tsim Mong,31.0,133.0
17411131,Yau Tsim Mong,22.8,93.0
17411357,Yau Tsim Mong,24.6,102.0
17413445,Yau Tsim Mong,22.6,92.0
17423224,Yau Tsim Mong,23.4,96.0
17423489,Yau Tsim Mong,23.6,97.0
17463704,Yau Tsim Mong,25.8,108.0
17465218,Yau Tsim Mong,22.4,91.0
17465271,Yau Tsim Mong,23.8,98.0
17465334,Yau Tsim Mong,22.8,93.0
17465363,Yau Tsim Mong,6.8,13.0
17465408,Yau Tsim Mong,23.0,94.0
17465472,Yau Tsim Mong,25.6,107.0
17465629,Yau Tsim Mong,5.8,8.0
17465825,Yau Tsim Mong,5.6,7.0
17466973,Yau Tsim Mong,7.2,15.0
17471979,Yau Tsim Mong,7.2,15.0
17472198,Yau Tsim Mong,6.0,9.0
17472436,Yau Tsim Mong,6.6,12.0
17503187,Yau Tsim Mong,5.6,7.0
17506383,Yau Tsim Mong,22.4,91.0
17514930,Yau Tsim Mong,23.4,96.0
17515118,Yau Tsim Mong,20.2,80.0
17515350,Yau Tsim Mong,4.8,3.0
17525207,Yau Tsim Mong,37.2,164.0
17525370,Yau Tsim Mong,8.4,21.0
17531921,Yau Tsim Mong,6.2,10.0
17537840,Yau Tsim Mong,33.2,144.0
17538235,Yau Tsim Mong,34.4,150.0
17538751,Yau Tsim Mong,35.2,154.0
17539309,Yau Tsim Mong,35.4,155.0
17541295,Yau Tsim Mong,11.8,38.0
17541536,Yau Tsim Mong,34.8,152.0
17558497,Yau Tsim Mong,27.6,117.0
17559872,Yau Tsim Mong,11.4,36.0
17593598,Yau Tsim Mong,36.4,160.0
17613678,Yau Tsim Mong,25.0,104.0
17656544,Yau Tsim Mong,7.6,17.0
17657823,Yau Tsim Mong,7.6,17.0
17669725,Yau Tsim Mong,17.0,64.0
17687501,Yau Tsim Mong,23.0,94.0
17721140,Yau Tsim Mong,6.4,11.0
17724216,Yau Tsim Mong,7.4,16.0
17726185,Yau Tsim Mong,33.6,146.0
17729456,Yau Tsim Mong,5.6,7.0
17736487,Yau Tsim Mong,6.2,10.0
17736643,Yau Tsim Mong,5.8,8.0
17762553,Yau Tsim Mong,37.4,165.0
17763419,Yau Tsim Mong,33.2,144.0
17802445,Yau Tsim Mong,20.0,79.0
17830369,Yau Tsim Mong,11.2,35.0
17850278,Yau Tsim Mong,32.2,139.0
17874846,Yau Tsim Mong,8.6,22.0
17882698,Yau Tsim Mong,35.4,155.0
17908757,Yau Tsim Mong,6.0,9.0
17909749,Yau Tsim Mong,8.0,19.0
17911057,Yau Tsim Mong,43.0,190.0
17911129,Yau Tsim Mong,37.0,163.0
17913909,Yau Tsim Mong,18.2,70.0
17928984,Yau Tsim Mong,34.0,148.0
17947891,Yau Tsim Mong,4.8,3.0
17962496,Yau Tsim Mong,4.8,3.0
18001870,Yau Tsim Mong,37.2,164.0
18002352,Yau Tsim Mong,34.4,150.0
18004323,Yau Tsim Mong,8.6,22.0
18021441,Yau Tsim Mong,21.2,85.0
18029662,Yau Tsim Mong,31.6,136.0
18030924,Yau Tsim Mong,12.4,41.0
18034660,Yau Tsim Mong,22.4,91.0
18041664,Yau Tsim Mong,34.4,150.0
18051841,Yau Tsim Mong,34.0,148.0
18052684,Yau Tsim Mong,31.4,135.0
18087060,Yau Tsim Mong,33.2,144.0
18087718,Yau Tsim Mong,35.0,153.0
18088216,Yau Tsim Mong,33.6,146.0
18088780,Yau Tsim Mong,33.2,144.0
18091109,Yau Tsim Mong,6.8,13.0
18096001,Yau Tsim Mong,32.4,140.0
18096438,Yau Tsim Mong,22.2,90.0
18111436,Yau Tsim Mong,36.0,158.0
18114897,Yau Tsim Mong,7.0,14.0
18127861,Yau Tsim Mong,33.2,144.0
18133183,Yau Tsim Mong,7.4,16.0
18142041,Yau Tsim Mong,34.8,152.0
18143378,Yau Tsim Mong,35.0,153.0
18185867,Yau Tsim Mong,6.8,13.0
18186434,Yau Tsim Mong,23.2,95.0
18191927,Yau Tsim Mong,6.0,9.0
18210450,Yau Tsim Mong,32.4,140.0
18236643,Yau Tsim Mong,7.8,18.0
18259434,Yau Tsim Mong,24.0,99.0
18259844,Yau Tsim Mong,38.0,168.0
18264882,Yau Tsim Mong,7.0,14.0
18295386,Yau Tsim Mong,7.4,16.0
18295496,Yau Tsim Mong,5.0,4.0
18315025,Yau Tsim Mong,7.8,18.0
18320680,Yau Tsim Mong,35.0,153.0
18326431,Yau Tsim Mong,33.8,147.0
18335662,Yau Tsim Mong,25.0,104.0
18347464,Yau Tsim Mong,34.4,150.0
18361757,Yau Tsim Mong,6.2,10.0
18370972,Yau Tsim Mong,6.0,9.0
18387621,Yau Tsim Mong,33.2,144.0
18388171,Yau Tsim Mong,37.2,164.0
18395416,Yau Tsim Mong,8.0,19.0
18396598,Yau Tsim Mong,9.4,26.0
18397073,Yau Tsim Mong,6.6,12.0
18400486,Yau Tsim Mong,32.0,138.0
18404406,Yau Tsim Mong,32.2,139.0
18405116,Yau Tsim Mong,34.4,150.0
18415512,Yau Tsim Mong,31.2,134.0
18416002,Yau Tsim Mong,32.4,140.0
18424620,Yau Tsim Mong,8.6,22.0
18428487,Yau Tsim Mong,19.0,74.0
18443842,Yau Tsim Mong,22.2,90.0
18452244,Yau Tsim Mong,10.8,33.0
18467111,Yau Tsim Mong,6.0,9.0
18474232,Yau Tsim Mong,12.0,39.0
18479655,Yau Tsim Mong,22.4,91.0
18509476,Yau Tsim Mong,10.8,33.0
18509798,Yau Tsim Mong,43.4,192.0
18514056,Yau Tsim Mong,11.8,38.0
18530176,Yau Tsim Mong,34.4,150.0
18530387,Yau Tsim Mong,32.4,140.0
18540275,Yau Tsim Mong,24.2,100.0
18572491,Yau Tsim Mong,10.8,33.0
18573504,Yau Tsim Mong,27.0,114.0
18580150,Yau Tsim Mong,6.4,11.0
18587202,Yau Tsim Mong,39.4,175.0
18589377,Yau Tsim Mong,7.8,18.0
18612557,Yau Tsim Mong,33.4,145.0
18618893,Yau Tsim Mong,29.4,125.0
18620807,Yau Tsim Mong,23.2,95.0
18622425,Yau Tsim Mong,36.4,160.0
18641538,Yau Tsim Mong,37.2,164.0
18655761,Yau Tsim Mong,24.6,102.0
18658616,Yau Tsim Mong,7.0,14.0
18674646,Yau Tsim Mong,37.2,164.0
18676100,Yau Tsim Mong,36.2,159.0
18687248,Yau Tsim Mong,33.4,145.0
18692189,Yau Tsim Mong,6.8,13.0
18700160,Yau Tsim Mong,7.4,16.0
18700306,Yau Tsim Mong,6.4,11.0
18700419,Yau Tsim Mong,7.0,14.0
18765203,Yau Tsim Mong,32.4,140.0
18766248,Yau Tsim Mong,33.4,145.0
18771851,Yau Tsim Mong,5.4,6.0
18780764,Yau Tsim Mong,37.4,165.0
18796084,Yau Tsim Mong,49.2,216.0
18797878,Yau Tsim Mong,35.4,155.0
18813340,Yau Tsim Mong,9.6,27.0
18816052,Yau Tsim Mong,33.4,145.0
18816323,Yau Tsim Mong,5.4,6.0
18827585,Yau Tsim Mong,8.0,19.0
18829747,Yau Tsim Mong,35.2,154.0
18829833,Yau Tsim Mong,34.4,150.0
18830133,Yau Tsim Mong,34.4,150.0
18830217,Yau Tsim Mong,33.4,145.0
18830323,Yau Tsim Mong,33.4,145.0
18830372,Yau Tsim Mong,32.0,138.0
18830421,Yau Tsim Mong,34.4,150.0
18830527,Yau Tsim Mong,35.4,155.0
18830571,Yau Tsim Mong,32.0,138.0
18830600,Yau Tsim Mong,32.2,139.0
18830623,Yau Tsim Mong,34.4,150.0
18830656,Yau Tsim Mong,34.2,149.0
18830705,Yau Tsim Mong,32.2,139.0
18830736,Yau Tsim Mong,34.4,150.0
18830771,Yau Tsim Mong,33.6,146.0
18831797,Yau Tsim Mong,6.8,13.0
18837257,Yau Tsim Mong,6.6,12.0
18841542,Yau Tsim Mong,32.4,140.0
18841579,Yau Tsim Mong,30.4,130.0
18841656,Yau Tsim Mong,32.2,139.0
18842316,Yau Tsim Mong,5.4,6.0
18866233,Yau Tsim Mong,10.6,32.0
18868791,Yau Tsim Mong,37.4,165.0
18879488,Yau Tsim Mong,35.2,154.0
18890527,Yau Tsim Mong,35.4,155.0
18898287,Yau Tsim Mong,35.0,153.0
18901858,Yau Tsim Mong,10.4,31.0
18921306,Yau Tsim Mong,28.4,121.0
18948960,Yau Tsim Mong,30.6,131.0
18949099,Yau Tsim Mong,16.2,60.0
18949623,Yau Tsim Mong,33.0,143.0
18962030,Yau Tsim Mong,34.6,151.0
18962932,Yau Tsim Mong,32.4,140.0
18963970,Yau Tsim Mong,5.8,8.0
18973080,Yau Tsim Mong,36.2,159.0
18980115,Yau Tsim Mong,32.4,140.0
18981201,Yau Tsim Mong,29.8,127.0
18985373,Yau Tsim Mong,29.2,124.0
18999236,Yau Tsim Mong,33.4,145.0
19000688,Yau Tsim Mong,23.0,94.0
19004194,Yau Tsim Mong,8.0,19.0
19010364,Yau Tsim Mong,34.4,150.0
19024423,Yau Tsim Mong,22.2,90.0
19039827,Yau Tsim Mong,7.4,16.0
19063748,Yau Tsim Mong,21.0,84.0
19072469,Yau Tsim Mong,4.4,1.0
19092771,Yau Tsim Mong,8.6,22.0
19093269,Yau Tsim Mong,8.0,19.0
19093788,Yau Tsim Mong,7.4,16.0
19094126,Yau Tsim Mong,6.2,10.0
19094606,Yau Tsim Mong,8.8,23.0
19094831,Yau Tsim Mong,8.0,19.0
19095215,Yau Tsim Mong,6.6,12.0
19095535,Yau Tsim Mong,9.2,25.0
19102538,Yau Tsim Mong,8.4,21.0
19102725,Yau Tsim Mong,8.0,19.0
19103009,Yau Tsim Mong,8.0,19.0
19103377,Yau Tsim Mong,7.2,15.0
19103470,Yau Tsim Mong,8.8,23.0
19103590,Yau Tsim Mong,9.4,26.0
19103687,Yau Tsim Mong,6.8,13.0
19107418,Yau Tsim Mong,5.8,8.0
19114726,Yau Tsim Mong,209.4,227.0
19114727,Yau Tsim Mong,210.0,228.0
19114739,Yau Tsim Mong,34.2,149.0
19124135,Yau Tsim Mong,33.2,144.0
19132194,Yau Tsim Mong,5.8,8.0
19142444,Yau Tsim Mong,44.4,195.0
19142445,Yau Tsim Mong,44.4,195.0
19143337,Yau Tsim Mong,32.2,139.0
19144328,Yau Tsim Mong,34.4,150.0
19144861,Yau Tsim Mong,43.0,190.0
19146771,Yau Tsim Mong,32.4,140.0
19148012,Yau Tsim Mong,44.6,196.0
19148738,Yau Tsim Mong,44.2,194.0
19150834,Yau Tsim Mong,32.4,140.0
19153273,Yau Tsim Mong,23.2,95.0
19168322,Yau Tsim Mong,35.4,155.0
19169444,Yau Tsim Mong,7.6,17.0
19171593,Yau Tsim Mong,5.6,7.0
19193323,Yau Tsim Mong,20.8,83.0
19208455,Yau Tsim Mong,6.2,10.0
19215198,Yau Tsim Mong,20.2,80.0
19220298,Yau Tsim Mong,8.4,21.0
19236760,Yau Tsim Mong,33.2,144.0
19254271,Yau Tsim Mong,6.2,10.0
19254503,Yau Tsim Mong,31.4,135.0
19261685,Yau Tsim Mong,22.8,93.0
19262784,Yau Tsim Mong,23.4,96.0
19276012,Yau Tsim Mong,4.6,2.0
19277149,Yau Tsim Mong,33.0,143.0
19284945,Yau Tsim Mong,5.8,8.0
19285102,Yau Tsim Mong,33.4,145.0
19317446,Yau Tsim Mong,9.2,25.0
19320909,Yau Tsim Mong,7.0,14.0
19321316,Yau Tsim Mong,11.2,35.0
19335371,Yau Tsim Mong,23.4,96.0
19350157,Yau Tsim Mong,16.6,62.0
19355227,Yau Tsim Mong,32.2,139.0
19356237,Yau Tsim Mong,24.4,101.0
19367078,Yau Tsim Mong,32.2,139.0
19394777,Yau Tsim Mong,34.2,149.0
